Rate,EURCAD_Daily,1,2017.02.21,1.39005,1.39105,1.38343,1.38405,104826
Rate,EURCHF_Daily,1,2017.02.21,1.06471,1.06469,1.06305,1.06403,36331
Rate,EURGBP_Daily,1,2017.02.21,0.85446,0.85543,0.85102,0.85155,72910
Rate,EURJPY_Daily,1,2017.02.20,119.730,120.293,119.730,119.987,87708
Rate,EURUSD_Daily,1,2017.02.20,1.06074,1.06320,1.06024,1.06128,53306
Rate,GBPUSD_Daily,1,2017.02.20,1.24064,1.24817,1.24048,1.24569,67533
Rate,USDCHF_Daily,1,2017.02.20,1.00220,1.00435,1.00110,1.00238,46523
Rate,USDJPY_Daily,1,2017.02.21,113.068,113.771,113.068,113.668,89994
Rate,USDCNH_Daily,1,2017.02.20,6.8494,6.8617,6.8409,6.8553,6972
